Year,County,SiteName,Enrollment,PBE,PME
2017-2018,Washington,Westview High School,"2,538",37,6
2017-2018,Washington,Whitford Middle School,668,26,3
2017-2018,Washington,William Walker Elementary,452,8,1
2017-2018,Washington,Witch Hazel Elementary,499,11,1
2017-2018,Washington,Young Learners Preschool,10,2,0
2017-2018,Wheeler,Fossil Elementary,26,1,1
2017-2018,Wheeler,Insight School of Oregon Painted Hills,456,29,1
2017-2018,Wheeler,Mitchell School District #55,50,2,0
2017-2018,Wheeler,Spray School District #1,51,0,0
2017-2018,Wheeler,Wheeler High School,22,0,0
2017-2018,Yamhill,Amity Elementary School,360,13,0
2017-2018,Yamhill,AMITY HIGH SCHOOL,279,12,2
2017-2018,Yamhill,AMITY MIDDLE SCHOOL,185,11,0
2017-2018,Yamhill,ANTONIA CRATER ELEMENTARY,460,31,1
2017-2018,Yamhill,BUEL ELEMENTARY SCHOOL,460,16,0
2017-2018,Yamhill,C.S. LEWIS ACADEMY HIGH SCHOOL,99,10,0
2017-2018,Yamhill,Catalyst,103,3,0
2017-2018,Yamhill,CHEHALEM VALLEY MIDDLE SCHOOL,606,27,0
2017-2018,Yamhill,COLUMBUS ELEMENTARY SCHOOL,472,23,0
2017-2018,Yamhill,Country Faith Christian Academy,37,5,0
2017-2018,Yamhill,DAYTON GRADE SCHOOL,437,14,1
2017-2018,Yamhill,DAYTON HIGH SCHOOL,332,10,1
2017-2018,Yamhill,DAYTON JUNIOR HIGH SCHOOL,238,10,0
2017-2018,Yamhill,DUNDEE ELEMENTARY SCHOOL,272,10,1
2017-2018,Yamhill,Duniway Middle School,740,36,0
2017-2018,Yamhill,EDWARDS ELEMENTARY SCHOOL,533,27,0
2017-2018,Yamhill,EWING YOUNG ELEMENTARY SCHOOL,204,12,0
2017-2018,Yamhill,FAULCONER-CHAPMAN ELEMENTARY SCHOOL,308,14,2
2017-2018,Yamhill,Faulconer-Chapman Middle School,179,6,2
2017-2018,Yamhill,GRANDHAVEN ELEMENTARY,520,20,1
2017-2018,Yamhill,HOUSE OF HOPE,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Yamhill,JOAN AUSTIN ELEMENTARY,344,26,1
2017-2018,Yamhill,LIFE CHRISTIAN ACADEMY,17,0,0
2017-2018,Yamhill,MABEL RUSH ELEMENTARY,502,23,1
2017-2018,Yamhill,MCMINNVILLE ADVENTIST CHRISTIAN SCHOOL,53,8,0
2017-2018,Yamhill,MCMINNVILLE CHRISTIAN ACADEMY,98,15,0
2017-2018,Yamhill,MCMINNVILLE HIGH SCHOOL,"2,054",64,3
2017-2018,Yamhill,MCMINNVILLE MONTESSORI SCHOOL,39,6,0
2017-2018,Yamhill,Memorial Elementary School,621,44,0
2017-2018,Yamhill,MOUNTAIN VIEW MIDDLE SCHOOL,499,27,0
2017-2018,Yamhill,NEWBERG HIGH SCHOOL,"1,408",43,2
2017-2018,Yamhill,NEWBY ELEMENTARY SCHOOL,519,11,0
2017-2018,Yamhill,PATTON MIDDLE SCHOOL,808,14,0
2017-2018,Yamhill,SHERIDAN HIGH SCHOOL,217,6,3
2017-2018,Yamhill,SHERIDAN JAPANESE SCHOOL,88,5,0
2017-2018,Yamhill,ST. JAMES CATHOLIC SCHOOL,60,6,0
2017-2018,Yamhill,THE DELPHIAN SCHOOL,232,131,0
2017-2018,Yamhill,VERITAS SCHOOL,206,35,0
2017-2018,Yamhill,WASCHER ELEMENTARY SCHOOL,411,20,0
2017-2018,Yamhill,WILLAMINA ELEMENTARY SCHOOL,467,20,0
2017-2018,Yamhill,WILLAMINA HIGH SCHOOL,282,9,2
2017-2018,Yamhill,WILLAMINA MIDDLE SCHOOL,135,3,0
2017-2018,Yamhill,YAMHILL CARLTON ELEMENTARY SCHOOL,344,22,1
2017-2018,Yamhill,YAMHILL CARLTON HIGH SCHOOL,300,11,0
2017-2018,Yamhill,YAMHILL CARLTON INTERMEDIATE SCHOOL,315,18,0
